Basic Info,Raw count,Avg. weight,Viability Ceiling,Abilities,Items,Spreads,Moves,Tera Types,Teammates,Checks and Counters
Buzzwole,3233,0.6018365435180665,94,Beast Boost: 100.000,Leftovers: 57.384 | Weakness Policy: 15.903 | Rocky Helmet: 9.667 | Assault Vest: 3.617 | Choice Scarf: 3.578 | Choice Band: 2.554 | Life Orb: 2.030 | Lum Berry: 1.953 | Other: 3.312,Adamant:252/252/4/0/0/0: 25.286 | Jolly:0/252/0/0/4/252: 16.694 | Impish:252/0/144/0/0/112: 9.631 | Impish:252/0/148/0/44/64: 6.489 | Adamant:252/252/0/0/4/0: 5.942 | Adamant:252/252/0/0/0/4: 5.611 | Other: 30.346,Ice Punch: 69.520 | Drain Punch: 53.764 | Bulk Up: 48.018 | Earthquake: 43.772 | Substitute: 38.115 | Focus Punch: 33.938 | Leech Life: 31.194 | Roost: 25.402 | Thunder Punch: 21.249 | Poison Jab: 12.513 | Hammer Arm: 8.532 | Other: 13.984,Nothing: 100.000,Magearna: 40.651 | Greninja: 27.840 | Celesteela: 25.001 | Swampert-Mega: 24.744 | Pelipper: 23.586 | Kartana: 20.315 | Xurkitree: 20.010 | Nihilego: 19.876 | Serperior: 18.439 | Blacephalon: 17.544 | Chansey: 12.629,"['Checks and Counters', 'Volcarona 72.064', 72.064, 89.84]","['Checks and Counters', 'Tapu Lele 66.548', 66.548, 82.02]","['Checks and Counters', 'Tapu Fini 65.364', 65.364, 80.72]","['Checks and Counters', 'Hawlucha 61.535', 61.535, 84.87]","['Checks and Counters', 'Clefable 61.073', 61.073, 81.06]","['Checks and Counters', 'Alakazam-Mega 53.900', 53.9, 82.94]","['Checks and Counters', 'Charizard-Mega-Y 52.051', 52.051, 79.48]"
Porygon-Z,4234,0.45718059102793945,88,Adaptability: 90.171 | Download: 9.620 | Analytic: 0.210,Normalium Z: 83.401 | Choice Specs: 7.914 | Choice Scarf: 4.923 | Other: 3.762,Timid:0/0/4/252/0/252: 36.501 | Timid:0/0/0/252/4/252: 23.842 | Timid:252/0/0/0/4/252: 7.409 | Timid:4/0/0/252/0/252: 6.807 | Timid:48/0/0/252/0/208: 4.263 | Modest:0/0/0/252/4/252: 3.407 | Other: 17.771,Conversion: 81.303 | Ice Beam: 80.642 | Thunderbolt: 77.716 | Recover: 63.469 | Shadow Ball: 31.422 | Nasty Plot: 18.864 | Tri Attack: 17.423 | Hyper Beam: 4.783 | Psychic: 4.751 | Other: 19.629,Nothing: 100.000,Serperior: 39.548 | Greninja: 29.425 | Jirachi: 25.823 | Diancie-Mega: 23.553 | Landorus-Therian: 19.801 | Tapu Lele: 17.708 | Dragonite: 17.574 | Charizard-Mega-X: 14.833 | Mamoswine: 12.852 | Garchomp: 9.640 | Kartana: 8.578
Gallade-Mega,4595,0.4172883897764785,88,Inner Focus: 100.000,Galladite: 100.000,Jolly:0/252/0/0/4/252: 40.778 | Jolly:0/252/4/0/0/252: 16.219 | Impish:0/28/244/0/236/0: 14.581 | Jolly:4/252/0/0/0/252: 12.915 | Jolly:92/0/0/0/164/252: 4.422 | Jolly:0/252/0/0/0/252: 2.019 | Other: 9.066,Swords Dance: 81.274 | Close Combat: 57.003 | Zen Headbutt: 55.956 | Drain Punch: 42.981 | Ice Punch: 41.670 | Knock Off: 33.822 | Shadow Sneak: 32.930 | Psycho Cut: 22.682 | Bulk Up: 7.078 | Earthquake: 5.167 | Other: 19.437,Nothing: 100.000,Landorus-Therian: 34.279 | Magearna: 27.581 | Kartana: 20.889 | Chandelure: 18.483 | Greninja: 17.205 | Rotom-Wash: 14.751 | Roserade: 14.378 | Porygon2: 14.199 | Empoleon: 13.384 | Ditto: 13.067 | Zapdos: 11.914,"['Checks and Counters', 'Clefable 53.794', 53.794, 75.33]","['Checks and Counters', 'Tapu Lele 53.436', 53.436, 71.16]"
Hydreigon,3498,0.5279533743398996,89,Levitate: 100.000,Choice Specs: 20.993 | Choice Scarf: 17.156 | Darkinium Z: 16.436 | Life Orb: 13.435 | Leftovers: 11.586 | Dragonium Z: 5.498 | Assault Vest: 3.703 | Groundium Z: 3.009 | Metronome: 2.395 | Expert Belt: 1.947 | Other: 3.841,Timid:0/0/0/252/4/252: 20.129 | Timid:0/0/0/244/32/232: 13.416 | Modest:0/0/0/252/4/252: 8.218 | Naive:0/4/0/252/0/252: 6.798 | Modest:4/0/0/252/0/252: 5.910 | Timid:0/0/0/252/0/252: 4.834 | Other: 40.695,Dark Pulse: 90.764 | Draco Meteor: 55.567 | Earth Power: 44.843 | Roost: 42.952 | Defog: 34.072 | Fire Blast: 30.383 | Flamethrower: 26.252 | Flash Cannon: 26.037 | U-turn: 13.933 | Superpower: 7.783 | Focus Blast: 7.465 | Other: 19.950,Nothing: 100.000,Landorus-Therian: 26.944 | Lopunny-Mega: 18.150 | Ferrothorn: 18.109 | Magearna: 16.861 | Toxapex: 15.624 | Heatran: 14.294 | Cresselia: 12.175 | Greninja: 11.785 | Chansey: 10.824 | Sableye-Mega: 10.389 | Zapdos: 9.619,"['Checks and Counters', 'Chansey 64.801', 64.801, 78.41]","['Checks and Counters', 'Lopunny-Mega 64.742', 64.742, 87.36]","['Checks and Counters', 'Clefable 53.665', 53.665, 73.62]","['Checks and Counters', 'Tapu Fini 53.428', 53.428, 70.84]","['Checks and Counters', 'Hawlucha 52.174', 52.174, 82.88]"
Quagsire,3814,0.5461474035150717,89,Unaware: 97.594 | Water Absorb: 1.952 | Damp: 0.453,Leftovers: 94.438 | Rocky Helmet: 4.328 | Other: 1.234,Relaxed:252/0/252/0/4/0: 38.508 | Bold:252/0/252/4/0/0: 20.534 | Impish:252/4/252/0/0/0: 9.991 | Relaxed:248/0/252/0/8/0: 7.110 | Impish:248/0/252/0/8/0: 4.884 | Impish:252/0/252/0/4/0: 4.541 | Other: 14.432,Recover: 98.088 | Toxic: 86.386 | Scald: 83.724 | Earthquake: 69.620 | Ice Beam: 27.443 | Curse: 10.039 | Haze: 4.767 | Other: 19.932,Nothing: 100.000,Chansey: 54.960 | Sableye-Mega: 40.319 | Volcarona: 17.889 | Clefable: 17.361 | Skarmory: 16.927 | Greninja: 16.486 | Zapdos: 15.094 | Kartana: 14.385 | Medicham-Mega: 13.548 | Heatran: 11.827 | Gliscor: 9.940,"['Checks and Counters', 'Tapu Lele 74.624', 74.624, 89.98]","['Checks and Counters', 'Serperior 68.725', 68.725, 84.4]","['Checks and Counters', 'Kartana 67.410', 67.41, 81.92]","['Checks and Counters', 'Ferrothorn 59.333', 59.333, 74.36]","['Checks and Counters', 'Volcarona 58.137', 58.137, 85.71]","['Checks and Counters', 'Greninja 57.188', 57.188, 74.05]","['Checks and Counters', 'Tapu Bulu 55.003', 55.003, 77.33]"
Gengar,4854,0.36926585126536315,94,Cursed Body: 100.000,Choice Scarf: 44.310 | Focus Sash: 18.358 | Black Sludge: 13.857 | Choice Specs: 8.853 | Life Orb: 7.129 | Ghostium Z: 3.035 | Other: 4.459,Timid:0/0/0/252/4/252: 59.713 | Timid:4/0/0/252/0/252: 23.384 | Modest:4/0/0/252/0/252: 3.779 | Timid:0/0/4/252/0/252: 1.931 | Modest:252/0/0/252/0/4: 1.335 | Modest:0/0/0/252/4/252: 1.276 | Other: 8.581,Shadow Ball: 91.964 | Sludge Wave: 56.057 | Focus Blast: 35.167 | Trick: 34.435 | Destiny Bond: 26.430 | Sludge Bomb: 24.488 | Energy Ball: 15.993 | Substitute: 14.096 | Thunderbolt: 13.687 | Taunt: 12.000 | Icy Wind: 10.649 | Dazzling Gleam: 9.067 | Disable: 9.024 | Will-O-Wisp: 7.549 | Psychic: 7.473 | Hex: 7.058 | Dark Pulse: 2.864 | Haze: 2.213 | Other: 19.788,Nothing: 100.000,Landorus-Therian: 17.479 | Greninja: 16.959 | Ferrothorn: 14.734 | Garchomp: 14.548 | Magearna: 12.818 | Charizard-Mega-Y: 11.101 | Tapu Lele: 10.520 | Aerodactyl: 9.395 | Victini: 8.988 | Venusaur: 8.788 | Blastoise: 8.763
Blissey,3121,0.5348583118089186,93,Natural Cure: 95.206 | Serene Grace: 3.231 | Healer: 1.563,Leftovers: 95.231 | Other: 4.769,Bold:252/0/252/0/4/0: 40.747 | Bold:252/0/252/0/0/0: 14.519 | Calm:4/0/252/0/252/0: 11.964 | Calm:252/0/4/0/252/0: 6.272 | Bold:252/0/252/4/0/0: 5.833 | Calm:252/0/0/0/252/0: 2.104 | Other: 18.560,Seismic Toss: 82.019 | Soft-Boiled: 57.073 | Toxic: 50.579 | Wish: 42.581 | Protect: 34.458 | Thunder Wave: 31.446 | Stealth Rock: 29.222 | Heal Bell: 23.309 | Ice Beam: 10.780 | Aromatherapy: 7.451 | Flamethrower: 5.253 | Healing Wish: 4.501 | Calm Mind: 2.846 | Other: 18.481,Nothing: 100.000,Landorus-Therian: 26.697 | Skarmory: 25.576 | Clefable: 18.277 | Charizard-Mega-Y: 17.977 | Serperior: 17.295 | Manectric-Mega: 13.830 | Gyarados: 13.533 | Snorlax: 13.368 | Gliscor: 12.748 | Celesteela: 11.177 | Tapu Koko: 10.385,"['Checks and Counters', 'Garchomp 75.644', 75.644, 92.09]","['Checks and Counters', 'Mawile-Mega 75.473', 75.473, 90.76]","['Checks and Counters', 'Lopunny-Mega 67.804', 67.804, 88.66]","['Checks and Counters', 'Medicham-Mega 65.806', 65.806, 82.67]","['Checks and Counters', 'Hoopa-Unbound 64.863', 64.863, 89.91]","['Checks and Counters', 'Excadrill 64.794', 64.794, 85.16]","['Checks and Counters', 'Kartana 64.624', 64.624, 79.23]","['Checks and Counters', 'Swampert-Mega 55.706', 55.706, 80.39]","['Checks and Counters', 'Kommo-o 54.606', 54.606, 80.09]","['Checks and Counters', 'Hawlucha 52.536', 52.536, 78.51]"
Mamoswine,3193,0.49758758111856755,88,Thick Fat: 72.178 | Oblivious: 24.434 | Snow Cloak: 3.387,Focus Sash: 39.318 | Life Orb: 27.636 | Choice Band: 11.638 | Metronome: 10.397 | Assault Vest: 3.176 | Choice Scarf: 2.250 | Icium Z: 2.210 | Other: 3.377,Jolly:0/252/0/0/4/252: 25.496 | Adamant:0/252/0/0/4/252: 22.136 | Adamant:0/252/0/4/0/252: 8.339 | Adamant:4/252/0/0/0/252: 6.640 | Jolly:4/252/0/0/0/252: 5.607 | Adamant:0/252/60/0/0/196: 5.194 | Other: 26.588,Earthquake: 98.820 | Ice Shard: 90.157 | Icicle Crash: 62.218 | Stealth Rock: 58.907 | Endeavor: 27.659 | Knock Off: 26.303 | Superpower: 10.858 | Freeze-Dry: 8.374 | Other: 16.704,Nothing: 100.000,Tapu Lele: 24.511 | Porygon-Z: 15.659 | Kartana: 15.280 | Victini: 14.114 | Charizard-Mega-X: 13.806 | Greninja: 13.744 | Mimikyu: 13.162 | Serperior: 11.576 | Rotom-Wash: 11.493 | Ferrothorn: 11.229 | Hawlucha: 9.490,"['Checks and Counters', 'Rotom-Wash 73.114', 73.114, 86.27]","['Checks and Counters', 'Keldeo 65.790', 65.79, 90.74]","['Checks and Counters', 'Medicham-Mega 63.352', 63.352, 82.48]","['Checks and Counters', 'Greninja 55.590', 55.59, 70.34]","['Checks and Counters', 'Lopunny-Mega 54.090', 54.09, 79.88]","['Checks and Counters', 'Tapu Lele 52.845', 52.845, 75.48]","['Checks and Counters', 'Kartana 51.435', 51.435, 70.49]","['Checks and Counters', 'Skarmory 50.067', 50.067, 72.19]"
Cloyster,4067,0.39059290554283904,88,Skill Link: 96.863 | Overcoat: 2.278 | Shell Armor: 0.860,Focus Sash: 75.544 | White Herb: 10.747 | King's Rock: 8.922 | Other: 4.787,Adamant:0/252/0/0/4/252: 38.965 | Adamant:4/252/0/0/0/252: 20.384 | Jolly:0/252/0/0/4/252: 14.863 | Adamant:0/244/12/0/0/252: 7.004 | Adamant:0/252/4/0/0/252: 3.759 | Jolly:0/252/4/0/0/252: 3.600 | Other: 11.426,Shell Smash: 97.244 | Icicle Spear: 96.815 | Rock Blast: 71.268 | Liquidation: 56.217 | Ice Shard: 33.175 | Rapid Spin: 17.097 | Spikes: 4.652 | Hydro Pump: 4.244 | Other: 19.287,Nothing: 100.000,Serperior: 33.070 | Dragonite: 22.318 | Pinsir-Mega: 20.192 | Victini: 20.005 | Volcarona: 17.191 | Azumarill: 14.289 | Kartana: 14.183 | Bisharp: 14.013 | Ferrothorn: 12.232 | Charizard-Mega-X: 11.542 | Tapu Lele: 9.790
Manectric-Mega,3047,0.5250173526001247,87,Intimidate: 100.000,Manectite: 100.000,Timid:0/0/0/252/4/252: 65.063 | Timid:4/0/0/252/0/252: 19.707 | Timid:0/0/4/252/0/252: 9.783 | Timid:0/0/0/252/0/252: 2.653 | Other: 2.794,Volt Switch: 99.148 | Hidden Power Ice: 92.227 | Thunderbolt: 86.703 | Flamethrower: 71.844 | Overheat: 27.908 | Light Screen: 6.957 | Other: 15.214,Nothing: 100.000,Landorus-Therian: 37.277 | Tapu Koko: 16.063 | Greninja: 15.157 | Blissey: 14.431 | Jirachi: 14.124 | Tapu Fini: 13.411 | Gliscor: 13.287 | Rotom-Wash: 12.136 | Clefable: 11.964 | Ferrothorn: 11.301 | Tornadus-Therian: 10.756,"['Checks and Counters', 'Alakazam-Mega 82.076', 82.076, 96.76]","['Checks and Counters', 'Chansey 69.447', 69.447, 87.32]","['Checks and Counters', 'Latias-Mega 69.278', 69.278, 91.68]","['Checks and Counters', 'Volcarona 64.565', 64.565, 90.31]","['Checks and Counters', 'Swampert-Mega 59.169', 59.169, 84.58]","['Checks and Counters', 'Kyurem-Black 56.616', 56.616, 81.84]","['Checks and Counters', 'Hawlucha 56.559', 56.559, 80.63]","['Checks and Counters', 'Charizard-Mega-X 55.361', 55.361, 78.13]","['Checks and Counters', 'Heatran 53.084', 53.084, 71.86]"
Venusaur,3475,0.4521165811210486,88,Chlorophyll: 86.179 | Overgrow: 13.821,Life Orb: 50.968 | Poisonium Z: 17.111 | Black Sludge: 17.090 | Leftovers: 9.470 | Grassium Z: 1.554 | Other: 3.808,Modest:0/0/0/252/4/252: 17.893 | Rash:0/0/4/252/0/252: 10.854 | Calm:252/0/0/4/252/0: 10.039 | Mild:0/68/0/188/0/252: 8.386 | Timid:0/0/0/252/4/252: 5.855 | Timid:12/0/60/252/0/184: 4.519 | Other: 42.454,Sludge Bomb: 85.188 | Hidden Power Fire: 66.489 | Giga Drain: 65.386 | Growth: 54.825 | Earthquake: 36.966 | Solar Beam: 20.283 | Leech Seed: 17.699 | Protect: 14.057 | Energy Ball: 12.807 | Toxic: 11.613 | Other: 14.685,Nothing: 100.000,Torkoal: 62.174 | Charizard-Mega-Y: 43.640 | Diancie-Mega: 21.014 | Victini: 16.915 | Landorus-Therian: 15.997 | Heatran: 15.752 | Blastoise: 14.485 | Toxapex: 14.132 | Hawlucha: 14.065 | Celesteela: 13.846 | Gliscor: 12.639,"['Checks and Counters', 'Hawlucha 64.159', 64.159, 85.85]","['Checks and Counters', 'Alakazam-Mega 52.336', 52.336, 78.71]"
Altaria-Mega,3056,0.5053659444089568,95,Pixilate: 100.000,Altarianite: 100.000,Impish:240/0/136/0/76/56: 23.299 | Adamant:0/252/0/0/4/252: 9.754 | Impish:240/0/248/0/4/16: 8.177 | Adamant:104/252/0/0/0/152: 5.344 | Bold:240/0/104/32/76/56: 3.950 | Impish:248/0/136/0/68/56: 3.707 | Other: 45.769,Roost: 88.405 | Heal Bell: 52.339 | Body Slam: 44.640 | Earthquake: 42.023 | Dragon Dance: 34.913 | Roar: 32.647 | Return: 23.493 | Hyper Voice: 17.062 | Fire Blast: 10.673 | Defog: 9.918 | Frustration: 9.749 | Ice Beam: 4.750 | Flamethrower: 4.628 | Cotton Guard: 4.371 | Draco Meteor: 3.734 | Other: 16.655,Nothing: 100.000,Jirachi: 33.425 | Skarmory: 31.267 | Seismitoad: 31.210 | Reuniclus: 29.563 | Tyranitar: 28.397 | Magearna: 15.528 | Zapdos: 14.578 | Magnezone: 14.453 | Landorus-Therian: 13.421 | Tapu Lele: 10.942 | Cresselia: 10.149,"['Checks and Counters', 'Tapu Lele 62.774', 62.774, 80.67]","['Checks and Counters', 'Magearna 55.318', 55.318, 68.25]","['Checks and Counters', 'Clefable 50.633', 50.633, 71.78]"
Darmanitan,3115,0.4660116395723513,87,Sheer Force: 99.875 | Zen Mode: 0.125,Choice Scarf: 88.453 | Salac Berry: 5.043 | Choice Band: 3.443 | Other: 3.061,Jolly:0/252/0/0/4/252: 61.627 | Jolly:4/252/0/0/0/252: 11.131 | Adamant:0/252/0/0/4/252: 7.629 | Adamant:4/252/0/0/0/252: 6.978 | Adamant:0/252/0/0/0/252: 4.780 | Adamant:0/252/56/0/4/196: 2.084 | Other: 5.771,Flare Blitz: 94.096 | Earthquake: 86.204 | U-turn: 80.358 | Superpower: 52.424 | Rock Slide: 40.006 | Zen Headbutt: 19.363 | Fire Punch: 5.771 | Substitute: 5.065 | Other: 16.712,Nothing: 100.000,Kommo-o: 31.277 | Zapdos: 29.626 | Medicham-Mega: 28.848 | Primarina: 28.547 | Charizard-Mega-Y: 22.782 | Magearna: 18.589 | Landorus-Therian: 15.372 | Torkoal: 13.540 | Gliscor: 12.223 | Kecleon: 11.958 | Rotom-Wash: 10.532,"['Checks and Counters', 'Hawlucha 62.343', 62.343, 86.46]","['Checks and Counters', 'Charizard-Mega-X 57.020', 57.02, 84.53]"
Goodra,3761,0.39274791714057455,72,Sap Sipper: 56.876 | Gooey: 39.609 | Hydration: 3.515,Assault Vest: 86.838 | Leftovers: 7.429 | Weakness Policy: 1.354 | Other: 4.380,Calm:252/0/0/252/4/0: 30.660 | Calm:252/0/0/4/252/0: 13.644 | Modest:252/0/0/252/4/0: 13.560 | Modest:248/0/0/252/8/0: 8.221 | Modest:172/0/0/160/176/0: 6.027 | Brave:136/0/4/116/252/0: 3.833 | Other: 24.055,Thunderbolt: 73.860 | Dragon Pulse: 56.070 | Flamethrower: 51.218 | Sludge Bomb: 44.143 | Fire Blast: 42.471 | Sludge Wave: 37.151 | Draco Meteor: 25.816 | Ice Beam: 23.897 | Earthquake: 11.923 | Muddy Water: 5.588 | Rest: 5.372 | Power Whip: 3.267 | Other: 19.224,Nothing: 100.000,Swampert-Mega: 37.758 | Pelipper: 36.527 | Mimikyu: 34.849 | Scizor: 31.050 | Espeon: 30.436 | Hawlucha: 12.965 | Ferrothorn: 12.600 | Salazzle: 12.391 | Garchomp: 12.125 | Thundurus-Therian: 11.897 | Toxapex: 11.706,"['Checks and Counters', 'Medicham-Mega 82.809', 82.809, 96.19]","['Checks and Counters', 'Swampert-Mega 66.837', 66.837, 87.9]","['Checks and Counters', 'Lopunny-Mega 66.479', 66.479, 89.53]","['Checks and Counters', 'Chansey 62.255', 62.255, 84.54]","['Checks and Counters', 'Garchomp 52.067', 52.067, 83.35]"
Porygon2,3969,0.3633010214807689,82,Trace: 54.880 | Download: 36.912 | Analytic: 8.208,Eviolite: 99.601 | Other: 0.399,Brave:0/32/240/36/200/0: 19.388 | Quiet:252/0/4/252/0/0: 10.004 | Bold:252/0/126/0/130/0: 9.852 | Sassy:252/0/0/4/252/0: 9.798 | Bold:252/0/252/0/4/0: 7.264 | Sassy:252/0/176/0/80/0: 5.560 | Other: 38.134,Ice Beam: 90.941 | Recover: 85.783 | Trick Room: 67.893 | Thunderbolt: 43.844 | Tri Attack: 21.505 | Facade: 19.424 | Toxic: 13.418 | Thunder Wave: 12.354 | Foul Play: 9.362 | Shadow Ball: 6.982 | Discharge: 6.019 | Hidden Power Ground: 4.946 | Other: 17.528,Nothing: 100.000,Magearna: 36.605 | Marowak-Alola: 29.740 | Mawile-Mega: 20.826 | Chandelure: 18.883 | Gallade-Mega: 18.879 | Ditto: 18.529 | Cresselia: 18.190 | Roserade: 17.364 | Empoleon: 17.298 | Zapdos: 14.439 | Reuniclus: 12.077,"['Checks and Counters', 'Lopunny-Mega 78.245', 78.245, 94.52]","['Checks and Counters', 'Medicham-Mega 74.452', 74.452, 91.92]","['Checks and Counters', 'Ferrothorn 69.939', 69.939, 84.03]","['Checks and Counters', 'Chansey 51.753', 51.753, 75.2]","['Checks and Counters', 'Tapu Lele 51.064', 51.064, 73.07]"
Xurkitree,2975,0.4718377294165116,86,Beast Boost: 100.000,Psychium Z: 28.341 | Life Orb: 25.663 | Choice Scarf: 15.528 | Electrium Z: 5.681 | Quick Claw: 5.395 | Zap Plate: 3.703 | Air Balloon: 3.454 | Choice Specs: 2.906 | Focus Sash: 2.834 | Assault Vest: 1.614 | Other: 4.880,Timid:0/0/0/252/4/252: 62.647 | Modest:0/0/0/252/4/252: 16.417 | Timid:4/0/0/252/0/252: 5.711 | Modest:4/0/0/252/0/252: 4.827 | Modest:0/0/0/252/0/252: 2.019 | Timid:0/0/4/252/0/252: 1.667 | Other: 6.712,Thunderbolt: 95.287 | Hidden Power Ice: 78.919 | Energy Ball: 73.329 | Tail Glow: 72.087 | Hypnosis: 28.462 | Dazzling Gleam: 19.105 | Volt Switch: 13.480 | Other: 19.330,Nothing: 100.000,Blacephalon: 38.975 | Kartana: 35.692 | Celesteela: 31.756 | Buzzwole: 27.736 | Nihilego: 25.110 | Landorus-Therian: 18.570 | Tapu Lele: 15.512 | Araquanid: 15.294 | Serperior: 13.539 | Pinsir-Mega: 8.556 | Bisharp: 8.219,"['Checks and Counters', 'Excadrill 63.050', 63.05, 87.51]"
Kingdra,3307,0.41962400757634144,86,Swift Swim: 94.936 | Sniper: 4.905 | Damp: 0.159,Choice Specs: 73.711 | Life Orb: 10.406 | Scope Lens: 4.167 | Waterium Z: 3.446 | Leftovers: 1.963 | Choice Scarf: 1.199 | Damp Rock: 0.771 | Other: 4.338,Modest:4/0/0/252/0/252: 43.033 | Modest:0/0/0/252/4/252: 31.551 | Timid:0/0/0/252/4/252: 3.412 | Modest:0/0/4/252/0/252: 3.219 | Timid:0/0/0/252/0/252: 2.125 | Modest:0/0/0/252/0/252: 2.122 | Other: 14.537,Draco Meteor: 90.171 | Ice Beam: 82.923 | Surf: 74.015 | Hydro Pump: 62.478 | Flash Cannon: 19.432 | Scald: 10.017 | Dragon Pulse: 9.589 | Hidden Power Fire: 6.563 | Toxic: 5.127 | Hidden Power Grass: 4.853 | Focus Energy: 4.615 | Waterfall: 3.640 | Rain Dance: 3.575 | Signal Beam: 3.536 | Other: 19.464,Nothing: 100.000,Pelipper: 80.899 | Swampert-Mega: 72.670 | Ferrothorn: 55.589 | Tornadus-Therian: 27.572 | Tapu Koko: 27.050 | Greninja: 15.737 | Magearna: 14.650 | Araquanid: 8.884 | Politoed: 7.594 | Crawdaunt: 6.730 | Manaphy: 5.885,"['Checks and Counters', 'Chansey 59.883', 59.883, 82.69]"
Arcanine,3662,0.37809131404241414,85,Intimidate: 85.522 | Flash Fire: 14.473 | Justified: 0.004,Life Orb: 25.122 | Leftovers: 23.794 | Rocky Helmet: 21.783 | Sitrus Berry: 9.402 | Firium Z: 7.832 | Choice Band: 3.077 | Electrium Z: 1.796 | Choice Scarf: 1.202 | Grassium Z: 0.870 | Heat Rock: 0.863 | Other: 4.258,Jolly:4/252/0/0/0/252: 20.673 | Adamant:4/252/0/0/0/252: 18.394 | Impish:252/4/252/0/0/0: 12.859 | Impish:252/0/252/0/4/0: 8.861 | Jolly:0/252/4/0/0/252: 7.837 | Jolly:0/252/0/0/4/252: 5.415 | Other: 25.962,Extreme Speed: 92.521 | Flare Blitz: 84.818 | Close Combat: 57.322 | Morning Sun: 48.706 | Wild Charge: 47.216 | Will-O-Wisp: 39.796 | Overheat: 4.588 | Fire Blast: 4.055 | Flamethrower: 3.472 | Other: 17.506,Nothing: 100.000,Skarmory: 29.132 | Chansey: 27.901 | Tapu Fini: 19.493 | Tangrowth: 19.199 | Latias-Mega: 17.499 | Gliscor: 14.373 | Nidoqueen: 13.788 | Garchomp: 13.695 | Gyarados: 13.270 | Slowbro-Mega: 10.335 | Roserade: 10.098,"['Checks and Counters', 'Kommo-o 52.847', 52.847, 78.89]"
Latios,2769,0.4955520383899095,93,Levitate: 100.000,Choice Scarf: 36.647 | Soul Dew: 19.605 | Choice Specs: 15.108 | Life Orb: 13.395 | Light Clay: 6.992 | Dragonium Z: 2.046 | Leftovers: 1.423 | Other: 4.783,Timid:0/0/0/252/4/252: 63.838 | Timid:4/0/0/252/0/252: 12.385 | Timid:0/0/4/252/0/252: 6.834 | Timid:252/0/4/0/0/252: 5.438 | Hasty:0/4/0/252/0/252: 3.069 | Timid:252/0/0/0/4/252: 1.455 | Other: 6.982,Draco Meteor: 87.809 | Psyshock: 55.999 | Defog: 37.082 | Psychic: 30.134 | Ice Beam: 25.054 | Hidden Power Fire: 20.030 | Trick: 18.686 | Roost: 14.650 | Surf: 12.999 | Calm Mind: 12.869 | Thunderbolt: 12.802 | Recover: 12.272 | Energy Ball: 11.304 | Memento: 8.083 | Light Screen: 7.153 | Reflect: 7.068 | Shadow Ball: 6.289 | Other: 19.717,Nothing: 100.000,Landorus-Therian: 33.350 | Greninja: 19.624 | Ferrothorn: 18.263 | Rotom-Wash: 15.427 | Tapu Koko: 13.820 | Magearna: 13.188 | Scizor-Mega: 12.519 | Zapdos: 12.439 | Heatran: 10.949 | Excadrill: 9.768 | Bisharp: 9.003,"['Checks and Counters', 'Tapu Lele 50.241', 50.241, 73.97]"
Shedinja,2687,0.5494780021445549,89,Wonder Guard: 100.000,Focus Sash: 72.170 | Safety Goggles: 25.187 | Other: 2.643,Adamant:0/252/4/0/0/252: 28.522 | Jolly:0/252/4/0/0/252: 20.065 | Naive:0/252/0/4/0/252: 19.470 | Lonely:0/252/0/0/0/252: 12.051 | Adamant:0/252/0/0/0/252: 6.074 | Lonely:0/252/0/0/4/252: 5.180 | Other: 8.637,Protect: 91.365 | Shadow Sneak: 91.113 | Will-O-Wisp: 88.477 | Toxic: 49.730 | Struggle Bug: 19.303 | X-Scissor: 17.314 | Secret Power: 13.751 | Swords Dance: 12.671 | Other: 16.275,Nothing: 100.000,Sableye-Mega: 79.752 | Chansey: 79.393 | Toxapex: 63.835 | Gliscor: 42.760 | Skarmory: 36.452 | Clefable: 34.568 | Tornadus-Therian: 21.335 | Slowbro: 9.377 | Mandibuzz: 5.354 | Cresselia: 4.929 | Hydreigon: 4.480,"['Checks and Counters', 'Heatran 69.992', 69.992, 85.76]"
Espeon,3244,0.3972237268850559,94,Magic Bounce: 98.824 | Synchronize: 1.176,Choice Scarf: 51.661 | Focus Sash: 9.891 | Light Clay: 8.871 | Choice Specs: 7.935 | Leftovers: 5.465 | Psychium Z: 4.375 | Electric Seed: 3.411 | Ghostium Z: 2.639 | Life Orb: 2.306 | Other: 3.447,Modest:4/0/0/252/0/252: 37.461 | Timid:0/0/0/252/4/252: 24.605 | Timid:252/0/0/4/0/252: 7.540 | Timid:4/0/0/252/0/252: 5.758 | Bold:252/0/252/0/4/0: 3.944 | Timid:0/0/4/252/0/252: 3.323 | Other: 17.370,Dazzling Gleam: 72.252 | Psyshock: 69.352 | Shadow Ball: 61.592 | Hidden Power Fire: 47.832 | Psychic: 19.843 | Calm Mind: 18.570 | Morning Sun: 16.199 | Hidden Power Ice: 12.964 | Trick: 12.457 | Light Screen: 9.884 | Reflect: 9.689 | Wish: 7.966 | Grass Knot: 6.423 | Yawn: 6.132 | Stored Power: 5.996 | Future Sight: 4.332 | Other: 18.516,Nothing: 100.000,Scizor: 38.270 | Mimikyu: 36.274 | Swampert-Mega: 35.319 | Pelipper: 35.123 | Goodra: 34.889 | Charizard-Mega-Y: 18.946 | Victini: 12.068 | Dragonite: 9.694 | Forretress: 9.167 | Landorus-Therian: 8.644 | Gyarados: 8.125,"['Checks and Counters', 'Heatran 50.061', 50.061, 72.75]"
